,top_speed,top_acc,median_walk_speed,median_jog_speed,median_run_speed,median_sprint_speed,median_sprint_maintainance,median_10_20m_sprint_speed,median_20_30m_sprint_speed,median_30_40m_sprint_speed,median_40mplus_sprint_speed,in_poss_top_speed,in_poss_top_acc,in_poss_median_sprint_speed,in_poss_median_duration,def_top_speed,def_top_acc,def_median_sprint_speed,player_name,player_role
away_32,8.499133847210574,6.035594309129093,1.290080245339558,3.0107212624360873,4.7213100642776915,7.409757336271651,7.2924507941651,7.760145230061386,,,,6.979354266980211,3.816984643273109,,1.2,8.347639091256996,6.035594309129093,7.4075321232736435,Joshua Kimmich,Right Midfield
away_5,9.78240306416169,6.143594864729431,1.2533765269592885,2.9657724167805295,5.020997001432319,7.513780866492116,7.499061111388236,7.905208645485242,,,,8.324782464809797,3.674695156434881,7.014741006388727,0.7,9.78240306416169,6.143594864729431,7.5292556537375095,Benjamin Pavard,Right Wing Back
away_8,7.489284894426288,4.379611204840969,1.4258337553174703,2.935246204279486,4.568933432223184,7.227408794101615,,,,,,5.997641011511669,,,0.2,7.489284894426288,4.379611204840969,7.29300433972152,Javier Martinez,Left Winger
away_9,9.699228483394895,6.284361889035729,1.2673320323280113,2.896926839527132,4.8894849323266625,7.833576948991202,7.588446571770413,7.5187600557583485,8.31029481934928,8.508783846515257,8.235233573321278,7.979315203199117,3.3344611551812915,7.7080419309869965,0.6,9.699228483394895,6.284361889035729,8.193279840177109,Robert Lewandowski,Center Forward
home_1,6.81158960332452,4.968856970876457,0.7948200855960651,2.7115127361211595,4.707413046501929,,,,,,,6.66521967110698,2.926957255314223,,1.5000000000000002,6.66521967110698,4.955456940538435,,Roman Bürki,Goalkeeper
home_10,8.365014743467205,5.425701097968827,1.2806350712741945,2.9691738849140843,5.105054532453295,7.116210335347959,,,,,,5.119315703581146,2.971782318887984,,0.7999999999999999,8.365014743467205,5.425701097968827,7.661603551841529,Mario Götze,Right Center Back
home_13,8.861313634293722,6.64365169791284,1.2363658816444398,2.881373224940479,4.921378062737503,7.424394327968252,7.528852583738683,7.516709210830738,7.810780275053349,,,7.23602715772117,4.750528330784831,7.050822238470755,0.8999999999999999,8.861313634293722,6.64365169791284,7.406823594790749,Raphael Guerreiro,Left Winger
home_15,9.34402566232105,5.818888459353578,1.2144640244560585,2.894340684525627,4.962098021001031,7.494531969576321,7.609270349276043,7.729871563406101,7.851809961273187,,,7.633086924736445,3.450260760258426,7.563358234302113,1.35,8.953700075140558,5.216495703651969,7.213825584232891,Mats Hummels,Center Back
home_16,8.991710337559981,5.582379646126204,1.2259293290287447,2.8303424719029557,4.783897786037287,7.788259785330615,7.92764604849129,7.839262342196886,8.039211135465639,,,7.490844970826279,4.310403218338888,7.270673429724043,1.3,7.3476927738986415,5.582379646126204,7.193654085549446,Manuel Akanji,Left Center Back
home_17,9.399942121766836,5.002644557992592,1.243891699604538,2.966069662046362,4.879956897943197,7.453181015768298,7.551084386871803,7.9535485536996875,7.815788730841308,,,8.2722117749538,3.950506372043723,7.387487875131498,0.7,9.399942121766836,4.332889588620186,7.442059731024549,Erling Haland,Center Forward
home_19,9.184699382642597,7.074051555532632,1.3571344604009197,2.896836450336677,4.878612252146694,7.692029230372993,8.177411371562453,8.249817500174819,8.147385302637774,,,8.56231719470792,4.724342094516386,7.427405815626722,0.55,9.184699382642597,4.7513355795925305,7.790279754197684,Julian Brandt,Left Forward
home_23,8.747476560163635,6.102855303530529,1.261034102779435,2.94942567911587,4.857551806819639,7.414093051935468,7.436989714556487,7.5801979829599935,8.417015598359809,,,8.739676568710824,6.102855303530529,8.326696481876958,0.7999999999999999,8.747476560163635,6.102855303530529,7.531026743738524,Thorgan Hazard,Right Forward
home_26,9.4161964341238,5.284873317403036,1.2604527259623854,2.9146271443870493,4.817245494797412,7.461834881532842,7.6666226000635245,7.924232506910543,7.76975375296162,8.316436675259762,,7.526050268315954,2.9259711557362595,7.324945948934189,1.2,8.594823416578127,3.95668191879967,7.403421414303033,Lukasz Piszczek,Right Center Back
home_27,8.649094426082117,6.430872965651675,1.3487174444738321,2.821074803204763,4.616458472302009,7.633693644817284,7.796843368079972,,8.16534855949094,,,7.152166176185439,3.335459287047114,7.152166176185439,1.0999999999999999,7.547339377349428,6.430872965651675,7.076285175241697,Emre Can,Right Midfield
home_28,9.455765513305534,4.523449799856825,1.2416047393878062,2.8508784222673538,4.74270421049086,8.20769820299122,,,,,,5.377788006264296,,,1.2,9.455765513305534,4.523449799856825,8.20769820299122,Axel Witsel,Left Midfield
home_32,9.609170550803897,4.7015649032861235,1.347879149150034,2.9355056369328727,4.828666274244735,8.06560470307041,8.178282613275922,8.430890181213222,,,,5.817446347411457,,,0.7,9.609170550803897,4.7015649032861235,8.178282613275922,Giovanni Reyna,Center Forward
home_5,9.863943919179615,5.993878376542458,1.1967774985534492,2.773581653641123,4.9274469689197895,7.607228156220784,7.5859581824477855,7.809201031328601,7.869367941788208,,,8.456203693624303,4.244779932979608,8.209000743973593,0.8999999999999999,8.627650804696817,4.760117009046621,7.646138134060017,Achraf Hakimi,Right Winger
home_6,8.151684262407233,5.89846167666085,1.3758452276357485,2.983791170056042,4.737356239821209,7.363597733793032,7.443258577271269,7.515806208365134,,,,8.089675104072098,2.1916469589847254,7.852755745418701,0.5,8.151684262407233,4.6656112298225585,7.662420994736434,Thomas Delaney,Right Midfield
home_7,9.041721548639087,5.429062507546713,1.2833086039374777,2.814487688301677,4.886395366393834,7.802953391850019,8.02632871951893,8.08987377614285,,8.019426657382029,,8.577885727541014,5.429062507546713,7.605520439832369,0.7999999999999999,9.041721548639087,5.429062507546713,7.8515728284735555,Jadon Sancho,Left Forward
home_8,8.285245900194585,6.313383148949441,1.3050396550790169,3.042037335314207,4.695190479011986,7.357825192812948,7.612072174686822,7.698355383074395,7.641083464011008,,,7.647833351701685,3.6865063490808683,7.2090591552514205,0.9999999999999999,8.172631679277949,6.313383148949441,7.280911004249537,Mahmoud Dahoud,Left Midfield
