,top_speed,top_acc,median_walk_speed,median_jog_speed,median_run_speed,median_sprint_speed,median_sprint_maintainance,median_10_20m_sprint_speed,median_20_30m_sprint_speed,median_30_40m_sprint_speed,median_40mplus_sprint_speed,in_poss_top_speed,in_poss_top_acc,in_poss_median_sprint_speed,in_poss_median_duration,def_top_speed,def_top_acc,def_median_sprint_speed,player_name,player_role
away_95,8.019458714099912,5.872773690088995,1.3128378841965496,2.836094502835081,4.7500556530290625,7.230653088978837,7.2495041144345,7.342181529923076,7.332400042961807,,,7.241587732824387,4.761921834923472,7.135337738916115,1.4500000000000002,8.019458714099912,5.872773690088995,7.279836996567131,Alessandro Bastoni,Left Center Back
home_1,6.71151008924229,5.685714920062698,0.6349490589020494,2.7199047040009123,4.56874053087112,,,,,,,5.846146049908969,4.765790764568236,,1.6000000000000003,5.846146049908969,4.765790764568236,,Wojciech Szczesny,Goalkeeper
home_10,7.940187758036725,5.052646346052616,1.3588899038183946,3.034889124915161,4.786375243730202,7.44294813355336,7.515189401377511,7.497897939306876,,,,7.9088422216261485,2.8726169775158183,7.7318528354810825,0.75,7.940187758036725,4.703300516812416,7.515189401377511,Paulo Dybala,Right Winger
home_11,8.450327786088202,5.889950826323863,1.2200562608723033,2.9750421119975226,4.837440852927127,7.454954485074225,7.478485663786898,7.30691243393314,,,,8.263382953766945,3.815410638373436,7.239067754392973,1.2,8.450327786088202,5.889950826323863,7.468255838655794,Douglas Costa,Right Winger
home_12,8.645320516120734,6.075845154237938,1.271882418752082,2.895352341217155,4.845030087852304,7.485605127731462,7.463112034258945,7.564721938421661,,7.661295007155603,,7.937067158075362,6.075845154237938,7.641134229757605,1.0999999999999999,8.645320516120734,6.075845154237938,7.522689598217158,Alex Sandro,Left Wing Back
home_14,8.536270829093676,6.373331235436465,1.1427653279260774,2.993840105924286,4.840647800104894,7.449584548814505,7.700317056895324,7.738868167640349,7.504865116371646,,7.82767364840222,8.536270829093676,3.3810015029190224,7.437346607577144,0.7,8.536270829093676,6.373331235436465,7.731920337049056,Blaise Matuidi,Left Midfield
home_16,9.016476534022585,5.956716938768171,1.2384410096776417,2.831414307947898,4.802430096086702,7.5434716791697625,7.644807540423281,7.806080119108103,7.793334658291864,8.156079534999625,,8.837157087694143,4.93827862034651,7.288266940239101,1.2,8.837157087694143,5.203952514565315,7.396213023762984,Juan Cuadrado,Right Wing Back
home_19,9.443494468200011,5.758366714969873,1.316107885400111,2.9890448205810882,4.599584308964144,7.349721745024765,7.491848575634307,,8.022181013378173,,,7.194202535914052,4.125448252938376,7.094783376486471,1.3,7.194202535914052,4.6657352749656695,7.094783376486471,Leonardo Bonucci,Right Center Back
home_2,7.937286746149602,4.920850287651216,1.256326588540745,2.9560862800271073,4.921312024558617,7.313119688145774,7.405210092068517,7.452815228382931,,,,7.937286746149602,3.974770314412066,7.708469521404096,1.4000000000000001,7.937286746149602,4.407453171034116,7.708469521404096,Mattia De Sciglio,Left Wing Back
home_21,8.453810383714998,5.172660027885244,1.2118688989616864,2.9043412702768636,4.882100022358953,7.406098113479262,7.531058648499167,7.696723702279115,7.700975113956412,,,8.000857557167665,2.7153716273533095,7.600498492203441,0.9999999999999999,8.204064940448216,4.8492440302716835,7.468850583319983,Gonzalo Higuain,Center Forward
home_30,9.189949184075928,5.2470309689984855,1.3228315750593926,3.0751944727299354,4.661180301033999,7.405007448915519,7.48764767629804,7.957258377544728,,7.7442743226103055,,6.109878916239415,4.609375073159856,,0.55,8.32044986013779,4.706421737871278,7.557108594125506,Rodrigo Bentancur,Center Midfield
home_33,8.203164623185556,4.746054063637347,1.219063043367926,3.0793613072049557,4.991987027544132,7.432976802740593,7.450231388292719,8.118028060581498,7.562605200781973,,,7.63315002736348,,7.46984545282597,0.35,8.203164623185556,3.6708817021266174,7.282125850544164,Federico Bernardeschi,Center Forward
home_4,9.69995048593963,5.306652401543035,1.2543812232402396,2.9005770035309046,4.571550180943756,7.270133973144539,7.292303250979822,,,,,7.366338431481438,3.570035540489138,7.208584560767356,1.6000000000000003,7.366338431481438,4.907410537012382,7.218715963316656,Matthijs de Ligt,Left Center Back
home_7,8.773873002033708,5.023813200154439,1.1177117245209587,2.94146177848996,4.930894083655041,7.395206349969461,7.393743762334024,7.5081200076274754,7.515545468314239,8.058925500798836,,8.478062727102198,4.3141309662619935,7.395206349969461,0.7999999999999999,8.773873002033708,4.992113628668312,7.416172092145708,Cristiano Ronaldo,Left Winger
home_8,8.676979976663695,6.701969733289385,1.31323032083281,3.0342663569685477,4.746113881266256,7.340590261649993,7.332186929135986,7.333669728917253,7.535527312133398,8.033468802062476,,7.016873678788415,4.599363570949726,7.016873678788415,0.6,8.676979976663695,5.77761576309138,7.414211617918259,Aaron Ramsey,Right Midfield
