,top_speed,top_acc,median_walk_speed,median_jog_speed,median_run_speed,median_sprint_speed,median_sprint_maintainance,median_10_20m_sprint_speed,median_20_30m_sprint_speed,median_30_40m_sprint_speed,median_40mplus_sprint_speed,in_poss_top_speed,in_poss_top_acc,in_poss_median_sprint_speed,in_poss_median_duration,def_top_speed,def_top_acc,def_median_sprint_speed,player_name,player_role
away_7,8.773306221184663,5.329007764299052,1.3347828547924125,2.9548283220236846,4.837206545499839,7.780961444139504,8.005946371317329,7.969070020190082,8.16755049751702,,,6.5334722173628075,3.2004702317001663,,0.5,8.364198390448191,5.329007764299052,7.485283640428433,Jadon Sancho,Right Winger
away_9,9.104421033611862,4.890733282012231,1.2838365059466696,2.7800864212331042,4.991091686068355,7.612215877062553,7.898235512870645,7.975587232584805,,,,5.804899510768047,,,1.0,9.104421033611862,4.890733282012231,7.40333111700504,Francisco Alcacer,Right Midfield
home_1,7.4397725346632235,4.002475648406575,0.9001078459964688,2.7646076945503864,4.839857842722434,7.253071247144159,,,,,,6.368806316407501,3.581968469194811,,1.6500000000000004,7.4397725346632235,3.823993847020056,7.272551846137166,Manuel Neuer,Goalkeeper
home_10,8.548555006007273,4.6344079572981745,1.188651632477877,2.8902089098249504,4.943544243334796,7.59611564234068,7.748967489634751,8.089681331585147,7.86614203954619,,,7.64691561154086,3.5679228174729567,7.120584044787238,1.25,8.548555006007273,4.6344079572981745,7.64691561154086,Philippe Coutinho,Right Winger
home_14,8.732739885353517,3.7164338837972255,1.2553218409873983,3.0523330989015216,5.156496063270801,7.463366133812328,7.51132586051615,7.839793894858262,7.644459548798827,7.765170453142831,,7.630887525243472,,7.434758310687206,0.85,8.732739885353517,3.7164338837972255,7.452223596093754,Ivan Perisic,Left Winger
home_18,8.683008926780436,5.275211999597654,1.343036506571535,2.930967286888931,4.809337658424408,7.441744906784351,7.52189129879175,7.620416309211947,7.78088232962518,7.872014403693257,,6.769778563304469,2.2968010634525626,,0.7999999999999999,8.683008926780436,4.753994098888502,7.427991710274289,Leon Goretzka,Right Midfield
home_19,9.706700079125824,5.6736909207620245,1.2149308499654694,2.82192524135324,4.93937850939284,7.68790261308457,7.776937932443717,8.044559798456678,8.12750260742429,8.175240699693965,,8.006379595674609,4.4261669060288655,7.535078228260415,0.7999999999999999,9.706700079125824,5.430639966458545,7.874203544201462,Alphonso Davies,Left Wing Back
home_22,9.054449301833412,6.65220820182182,1.2357582966590461,2.9370301765785656,5.00431287606804,7.684092003730423,7.943790880923796,8.131918810204855,8.18622263250643,8.205228530146131,,7.324826397461707,4.220765926656615,7.258651816403975,0.7999999999999999,9.054449301833412,6.65220820182182,7.729903555850306,Serge Gnabry,Right Winger
home_25,10.276386029554315,6.5828911657404,1.3036759640644315,2.9107868419121266,4.8730590234615025,7.460881955278528,7.3828236347284255,7.457429443839486,7.779251511085841,8.233282433668371,8.236010642241853,8.04998631362305,3.850004568195485,7.31860756761539,0.45,10.276386029554315,6.038802647743378,7.44983300837193,Thomas Müller,Center Midfield
home_27,8.777686393480899,4.872030626159796,1.1628630464638912,2.9323330020953042,4.919226532000815,7.461308681728311,7.675851238261241,8.36310125745138,,,,8.549353592013444,4.1410704635630555,7.4710394139234655,1.5500000000000003,8.777686393480899,4.872030626159796,7.546088766424046,David Alaba,Left Center Back
home_29,9.525938831222817,5.7548145602808365,1.2225329422228173,2.8654934508451007,5.041880569758115,7.732078730950888,7.841727836767499,7.8432226846978494,,8.292725677664139,,9.525938831222817,2.319686342498532,8.9718060712738,0.6,9.525938831222817,5.7548145602808365,7.7404302375691705,Kingsley Coman,Left Winger
home_32,9.087050289216506,6.882861494378596,1.2621817759138083,2.984557146008309,4.675030474853524,7.45586709610035,7.455745171833276,7.604779628530366,8.2727955662184,,,7.080308605926049,3.957679432282041,7.080308605926049,1.0999999999999999,7.843157635951797,5.225830938459539,7.154978479674873,Joshua Kimmich,Left Midfield
home_5,8.835204415405112,6.910388683293543,1.268632568317014,2.9271559297294756,4.960291215108795,7.597772060155338,7.522771524728702,7.826100882206065,7.566979742821527,8.102220903977399,7.875660613198084,8.835204415405112,4.31111892697124,8.012542151573273,0.95,8.835204415405112,5.475702622455992,7.6950923384267025,Benjamin Pavard,Right Wing Back
home_6,8.090194712817308,4.276984095253726,1.3295471551824614,2.949711431687989,4.927318021287405,7.385226211336603,7.372273394575991,7.649046427526905,,,,6.414509118562188,2.3782984930975135,,1.4000000000000001,8.090194712817308,3.67396734988955,7.681599175788498,Thiago Alcantara,Right Midfield
home_8,8.566126774075464,5.576572918388421,1.221494179190899,2.8753252531593483,4.851857356531224,7.539830363252997,7.676946032180664,7.865541805717466,,,,7.735113860301648,5.576572918388421,7.618783870554681,1.4000000000000001,7.90494609051859,5.576572918388421,7.244530491138363,Javier Martinez,Right Center Back
home_9,9.37091829775535,5.939295085528556,1.1996674196860955,2.944158995090385,4.854927672013841,7.616860702926536,7.932740019085999,7.928962180918091,8.167023961331541,8.98524771731984,,8.881658822197258,3.861689350213423,8.108476005552504,0.55,9.37091829775535,5.689414688958872,7.776874994498038,Robert Lewandowski,Center Forward
