,top_speed,top_acc,median_walk_speed,median_jog_speed,median_run_speed,median_sprint_speed,median_sprint_maintainance,median_10_20m_sprint_speed,median_20_30m_sprint_speed,median_30_40m_sprint_speed,median_40mplus_sprint_speed,in_poss_top_speed,in_poss_top_acc,in_poss_median_sprint_speed,in_poss_median_duration,def_top_speed,def_top_acc,def_median_sprint_speed,player_name,player_role
home_10,9.48168231528622,6.139882982801971,1.1486896384897838,2.8237380231490343,5.023143044890473,7.4937635401128295,7.6113164808589175,7.685005288738024,8.18396264801486,7.716781465859133,,8.579595372600592,4.819947729638644,7.191905365491069,0.95,9.357261744275005,6.139882982801971,7.4668154005395575,Sadio Mane,Left Winger
home_11,9.791682541440414,5.725446312456775,1.1451728867255966,2.9482193132820464,4.871263870416437,7.814219304057012,7.6841725874068425,7.834012787636581,7.687684433075987,8.077538455492222,,7.695678897647755,4.730016798539574,7.323988350371503,0.8999999999999999,9.791682541440414,5.26595028187386,7.816505416588491,Mohamed Salah,Right Winger
home_12,8.41626323299457,3.67685400097358,0.8867173513199241,3.1509521126758306,4.952157548853281,7.481951827137936,7.430521932504775,7.4524828126584675,,,,2.8833284848573437,,,0.15000000000000002,7.511980425928264,2.9342253429261205,7.345583276949502,Joe Gomez,Right Winger
home_14,8.612919439614032,5.946752098682822,1.3267078185236527,2.967201492315301,4.960848217134005,7.407009145559432,7.363845109300463,7.504734664477207,,7.715463606326285,,7.987828396354799,3.9115562116490943,7.4873767255729184,0.8999999999999999,8.516126683560103,5.548515124173224,7.408777100720958,Jordan Henderson,Right Midfield
home_15,8.436326041611972,5.0762379859288425,1.1534438912706146,2.73823421394759,5.090304755676364,7.399114276777847,7.489341715669324,7.743614999624639,7.654139359659771,,,8.114962068355213,3.258527134639769,7.353784977877027,0.30000000000000004,8.33726771128803,3.9839496949871482,7.693747902479265,Alex Oxlade-Chamberlain,Center Forward
home_26,8.86521964639819,6.133912469185465,1.1914951554241442,2.846157242377747,4.825155307843827,7.664095840557438,7.655323805486756,7.670557111660333,7.8072711714551595,,8.081438163301337,7.636240595205807,4.560399310753932,7.410710595089983,0.9999999999999999,8.672820625677911,6.034280885652947,7.7590881291117455,Andrew Robertson,Left Wing Back
home_3,8.273283824507208,5.826842182540223,1.298312153680233,2.930076109901825,4.836102699045062,7.441586755646892,7.623237023255159,7.5036230007184255,7.879212986882483,,,7.863072599100932,4.016513389981091,7.61377072348249,0.75,8.273283824507208,5.826842182540223,7.777353336786657, Fabinho,Center Midfield
home_4,9.206321950592205,5.478688320880728,1.1645246845010617,2.847952750351061,4.811541045214856,7.64389036715745,7.73386017825798,7.710264029138944,,7.954601763719889,,8.416222697145397,4.925511842739359,8.116175066911087,1.5000000000000002,9.206321950592205,5.478688320880728,7.745234813213077,Virgil van Dijk,Left Center Back
home_5,8.745227465973523,7.5482929760728945,1.22070334255723,3.042027428700327,4.831848500071818,7.541495654286183,7.4399920355557425,7.430182469295195,7.699197528270537,,8.261845576764324,7.5518190908974,4.566055967315612,7.156145058533921,0.8999999999999999,8.745227465973523,6.401692962798842,7.649914757587949,Georginio Wijnaldum,Left Midfield
home_6,8.54479454347406,6.662885410700707,1.2192344972866898,2.9144409956202137,4.722521829075,7.9116595700380365,8.0903578928374,8.104345748354222,8.003181769467384,,,6.575556066127289,6.171779917356778,,1.4000000000000001,8.54479454347406,6.662885410700707,7.99211327594028,Dejan Lovren,Right Center Back
home_66,9.25994448825076,5.479193330548657,1.2131857587372983,2.8669818594702114,4.840570291924486,7.884487843933587,7.552636146883997,7.646629362791014,8.390366542848547,,8.09822071527116,8.666073576275844,5.395016083076397,7.906417275638443,1.3,9.25994448825076,5.479193330548657,7.855593424309535,Trent Alexander-Arnold,Right Wing Back
home_7,8.30417192417322,5.170178756264372,1.2578403379633356,2.9808977486436383,4.869783546464297,7.453043195728034,7.518594290446749,7.690154707418462,,,,7.582493754075227,4.353367154149271,7.470470926602304,0.6,8.223802997221707,4.376999022703473,7.470470926602304,James Milner,Right Midfield
home_9,9.20378745155158,6.329295329399431,1.197089135863182,2.984985504317706,4.916165098020479,7.551977443843161,7.72346710210913,7.510497396666583,7.708169581327337,8.125344738688286,,7.041078764915791,3.574835385504616,7.023645880121576,0.75,9.20378745155158,6.329295329399431,7.732530330846586,Roberto Firmino,Center Forward
